# Pathway	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	MAD001F	MAD005C	MAD006F	MAD009F	MAD012C	MAD012F	MAD013C	MAD013F	MAD014F	MAD015F	MAD024C	MAD024Crep	MAD025C	MAD025F	MAD026C	MAD026F	MAD029F	MAD032F	MAD035F	MAD037F	MAD038C	MAD038F	MAD039F	MAD040F	MAD041F	MAD042F	MAD043F	MAD044F	MAD045F	MAD046F	MAD047F	MAD048C	MAD048F	MAD049C	MAD049F	MAD050C	MAD050F	MAD051C	MAD051F	MAD052C	MAD052F	MAD053C	MAD053F	MAD054C	MAD054F	MAD055C	MAD055F	MAD056C	MAD056F	MAD057C	MAD057F	MAD058C	MAD058F	MAD059F	MAD060C	MAD060F
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0.000000188687	0	0	0	0	0	0.0000000355332	0	0	0.000000100976	0	0	0.0000000451743	0	0.000000477605	0	0	0.000000113039	0.000000859892	0	0	0	0	0	0	0	0	0	0	0.000000522403	0.000000217506	0.00000993112	0	0	0	0	0	0	0	0	0	0	0	0	0.00000512026	0	0	0	0	0.00000142265	0	0	0.00000013904	0.000000709326	0	0.00000102535	0.000000162365	0	0	0	0	0	0	0	0	0	0	0	0.00000298368	0	0	0	0	0	0	0	0	0	0	0	0	0.00000321284
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0.000000265834	0	0.0000276947	0	0.0000000656943	0	0	0	0	0	0.0000000814342	0.00000119928	0	0	0.000000223107	0	0	0.000000203084	0.0000000326494	0.0000000856412	0	0.000000441542	0.000000135894	0	0	0	0	0	0.00000573967	0	0	0.000000210963	0	0	0	0.000000788551	0	0.0000000678156	0	0.000000190027	0	0	0.00000122209	0.000000498187	0	0.000000578428	0	0	0.00000201925	0.000000745788	0.000000287335	0	0	0	0.0000014595	0.00000013634	0	0	0	0	0	0.0000000636835	0.000000527639	0	0.0000000540468	0.000000647771	0.00000190898	0	0	0	0	0	0	0.000000138478	0	0	0	0	0	0.0000000726065	0.0000000485603	0.000000609996
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0.00000791935	0.00000113165	0.000000528809	0.00000123999	0.0000229424	0.000011721	0	0.0000189524	0.0000201077	0.0000119033	0.0000267964	0.00000104489	0.0000152235	0.0000226709	0.00000912381	0.0000171986	0.00000873345	0.00000966324	0.000016611	0.00000661806	0.00000518772	0.0000000502269	0.0000370158	0.0000167826	0.00000994205	0.0000121858	0.000000973176	0.00000084917	0.0000219018	0.00000989328	0	0	0	0.000000362277	0.0000155326	0.0000224521	0	0	0.000012722	0.0000377653	0.00000140312	0.00000224542	0.000000312695	0.0000190052	0.000000358482	0	0.0000276303	0	0.00000595334	0.0000227443	0	0	0.0000169892	0.0000399629	0	0.00000532877	0.0000238159	0.0000191826	0.0000123631	0.0000186735	0.000000108819	0	0	0	0.0000178924	0.00000347096	0.0000207696	0.000000163472	0.0000203089	0.000000805722	0.0000103073	0.00000111245	0.00000683611	0.000000132198	0.0000206379	0	0.00000235743	0.0000140582	0.0000087837	0	0.00000634935	0.00000387515	0	0.0000091337	0.000000510859	0.0000130494
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_sp_CAG_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000358144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_sp_CAG_514	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000630479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000020574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000128865	0.000000289113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000514596
PWY-5686: UMP biosynthesis I|g__Allisonella.s__Allisonella_histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000378501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alloprevotella.s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000112818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000141569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0.000000158311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000201304	0	0	0	0	0	0	0	0	0	0.0000000993385	0	0	0	0	0	0	0	0	0	0	0	0	0.00000019339	0	0	0	0.000000137018	0	0	0	0.000000134448	0	0	0	0	0	0	0	0	0	0	0.0000000941261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae	0.000000793684	0	0.00000116419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000222748	0.000000866428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000934219	0.0000000663637	0	0	0	0	0	0.000000091019	0	0	0	0	0	0	0	0	0	0	0	0.0000000570096	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0.0000000763011	0.000000815752	0.0000000916856	0.0000234527	0.00000145358	0.000000191203	0.0000043414	0.00000836172	0.00000269475	0.00000253598	0.0000095568	0	0.00000476687	0.00000118608	0.00000696146	0.00000667764	0.00000358049	0.00000936938	0.0000114995	0.00000676321	0.00000880837	0.000000756925	0.00000237748	0.0000100785	0.00000593352	0.00000171751	0.0000106391	0.000000629227	0.00000665856	0.00000209751	0.00000527476	0.00000687864	0.0000103663	0.00000133309	0.0000061841	0.00000950154	0.00000346223	0.0000066122	0.00000390141	0.000000268259	0.00000730726	0.00000665408	0.00000294621	0.00000580285	0.000000383299	0	0.00000450115	0.00000240859	0.00000172956	0.00000146398	0.0000425205	0.000010405	0.000014037	0.000000949115	0.00000700042	0.0000108862	0.00000372793	0.00000250194	0.0000147912	0.00000373312	0.00000211006	0.0000154729	0.0000155852	0.00000748565	0.00000337262	0.00000158923	0.00000935311	0.00000064576	0.0000204716	0.00000214394	0.0000101849	0.000000498033	0.00000803038	0.0000149249	0.0000150569	0.00000821132	0.00000370974	0.00000491586	0.000012461	0.0000158006	0.000000379262	0.000004848	0.00000555325	0.00000160626	0.00000839147	0.0000185525
PWY-5686: UMP biosynthesis I|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0.000000934113	0	0.000000103297	0.0000000421227	0.0000000430697	0	0.000000707216	0.0000000646786	0	0.00000017548	0	0.00000023959	0	0.000000154682	0.000000685723	0.0000000455229	0.000000191425	0.000000892893	0	0.000000284982	0	0	0.000000902367	0	0	0	0	0	0	0	0	0.000000788213	0	0.000000720599	0.000000131959	0	0	0	0.0000000863749	0	0	0	0	0	0	0.000000337985	0	0	0.000000610583	0	0.0000007294	0.00000164674	0.000000545921	0	0	0.000000349141	0.000000414692	0.00000123931	0.000000553833	0.0000000522198	0	0	0	0.00000116408	0.000000145262	0.000000773352	0	0.0000000851726	0	0	0	0.000000287017	0	0	0	0.000000126166	0.000000636806	0	0	0	0.0000004909	0.0000000888707	0.000000148191	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.00000589948	0	0.000000233032	0	0	0.000000306534	0.000000670335	0	0	0	0	0.000000191164	0	0.00000105475	0	0.00000209937	0	0	0	0	0	0.000000646261	0.000000194833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000128844	0	0	0	0	0	0	0	0	0	0.0000207365	0	0	0.00000211278	0.00000351643	0	0	0.0000106638	0.0000052436	0.00000189247	0	0	0	0	0	0.0000000939269	0	0	0	0	0.00000027983	0.00000447305	0	0	0	0	0	0	0.0000113824	0.00000772196	0	0	0	0	0	0	0.000000292031
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0.0000332542	0	0	0	0	0	0	0	0	0	0.0000013369	0	0	0	0	0.00000509199	0	0	0	0	0	0	0	0	0	0	0	0	0.0000529779	0	0.00000758983	0.0000010749	0.0000338847	0.0000394294	0	0.00000186375	0.0000183283	0.0000223618	0	0	0	0	0	0	0.00000110058	0	0	0.00000012499	0	0	0	0.0000110637	0.000000137217	0	0	0	0	0	0	0	0	0	0	0.000000095975	0	0	0	0.00000888856	0.00000217368	0	0	0	0	0	0	0	0	0	0	0	0.000000824646	0.00000283978
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000059438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000160412	0.0000197656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000986629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000594194	0.00000206279	0	0	0	0	0	0	0	0	0	0	0	0	0
